,id,title,description,is_premium,solution_link,acceptance_rate,frequency,url,discuss_count,accepted,submissions,companies,related_topics,likes,dislikes,rating,asked_by_faang,similar_questions
191,734,Sentence Similarity,"We can represent a sentence as an array of words, for example, the sentence `""I am happy with leetcode""` can be represented as `arr = [""I"",""am"",happy"",""with"",""leetcode""]`.

Given two sentences `sentence1` and `sentence2` each represented as a string array and given an array of string pairs `similarPairs` where `similarPairs[i] = [xi, yi]` indicates that the two words `xi` and `yi` are similar.

Return `true` if `sentence1` and `sentence2` are similar, or `false` if they are not similar.

Two sentences are similar if:
They have the same length (i.e. the same number of words)
`sentence1[i]` and `sentence2[i]` are similar.

Notice that a word is always similar to itself, also notice that the similarity relation is not transitive. For example, if the words `a` and `b` are similar and the words `b` and `c` are similar, `a` and `c` are not necessarily similar.


Example 1:
Input: sentence1 = [""great"",""acting"",""skills""], sentence2 = [""fine"",""drama"",""talent""], similarPairs = [[""great"",""fine""],[""drama"",""acting""],[""skills"",""talent""]]
Output: true
Explanation: The two sentences have the same length and each word i of sentence1 is also similar to the corresponding word in sentence2.


Example 2:
Input: sentence1 = [""great""], sentence2 = [""great""], similarPairs = []
Output: true
Explanation: A word is similar to itself.


Example 3:
Input: sentence1 = [""great""], sentence2 = [""doubleplus"",""good""], similarPairs = [[""great"",""doubleplus""]]
Output: false
Explanation: As they don't have the same length, we return false.


Constraints:
`1 <= sentence1.length, sentence2.length <= 1000`
`1 <= sentence1[i].length, sentence2[i].length <= 20`
`sentence1[i]` and `sentence2[i]` consist of lower-case and upper-case English letters.

`0 <= similarPairs.length <= 1000`
`similarPairs[i].length == 2`
`1 <= xi.length, yi.length <= 20`
`xi` and `yi` consist of lower-case and upper-case English letters.

All the pairs `(xi, yi)` are distinct.",1,/articles/sentence-similarity,42.4,3.0,https://leetcode.com/problems/sentence-similarity,200,40.7K,95.9K,Facebook,Hash Table,214,356,38,1,"[Number of Provinces, /problems/number-of-provinces/, Medium], [Accounts Merge, /problems/accounts-merge/, Medium], [Sentence Similarity II, /problems/sentence-similarity-ii/, Medium]"
192,744,Find Smallest Letter Greater Than Target,"Given a list of sorted characters `letters` containing only lowercase letters, and given a target letter `target`, find the smallest element in the list that is larger than the given target.

Letters also wrap around.  For example, if the target is `target = 'z'` and `letters = ['a', 'b']`, the answer is `'a'`.


Examples:
Input:
letters = [""c"", ""f"", ""j""]
target = ""a""
Output: ""c""
Input:
letters = [""c"", ""f"", ""j""]
target = ""c""
Output: ""f""
Input:
letters = [""c"", ""f"", ""j""]
target = ""d""
Output: ""f""
Input:
letters = [""c"", ""f"", ""j""]
target = ""g""
Output: ""j""
Input:
letters = [""c"", ""f"", ""j""]
target = ""j""
Output: ""c""
Input:
letters = [""c"", ""f"", ""j""]
target = ""k""
Output: ""c""
Note:
`letters` has a length in range `[2, 10000]`.

`letters` consists of lowercase letters, and contains at least 2 unique letters.

`target` is a lowercase letter.",0,/articles/find-smallest-letter-greater-than-target,45.6,0.4,https://leetcode.com/problems/find-smallest-letter-greater-than-target,602,100.9K,221.4K,LinkedIn,Binary Search,607,703,46,0,
193,746,Min Cost Climbing Stairs,"You are given an integer array `cost` where `cost[i]` is the cost of `ith` step on a staircase. Once you pay the cost, you can either climb one or two steps.

You can either start from the step with index `0`, or the step with index `1`.

Return the minimum cost to reach the top of the floor.


Example 1:
Input: cost = [10,15,20]
Output: 15
Explanation: Cheapest is: start on cost[1], pay that cost, and go to the top.


Example 2:
Input: cost = [1,100,1,1,1,100,1,1,100,1]
Output: 6
Explanation: Cheapest is: start on cost[0], and only step on 1s, skipping cost[3].


Constraints:
`2 <= cost.length <= 1000`
`0 <= cost[i] <= 999`",0,/articles/min-cost-climbing-stairs,51.0,27.4,https://leetcode.com/problems/min-cost-climbing-stairs,999,225.2K,441.8K,"Amazon,Apple","Array,Dynamic Programming",3027,654,82,1,"[Climbing Stairs, /problems/climbing-stairs/, Easy]"
194,747,Largest Number At Least Twice of Others,"In a given integer array `nums`, there is always exactly one largest element.

Find whether the largest element in the array is at least twice as much as every other number in the array.

If it is, return the index of the largest element, otherwise return -1.


Example 1:
Input: nums = [3, 6, 1, 0]
Output: 1
Explanation: 6 is the largest integer, and for every other number in the array x,
6 is more than twice as big as x.  The index of value 6 is 1, so we return 1.


Example 2:
Input: nums = [1, 2, 3, 4]
Output: -1
Explanation: 4 isn't at least as big as twice the value of 3, so we return -1.

Note:
`nums` will have a length in the range `[1, 50]`.

Every `nums[i]` will be an integer in the range `[0, 99]`.",0,/articles/largest-number-at-least-twice-of-others,43.2,0.9,https://leetcode.com/problems/largest-number-at-least-twice-of-others,829,113K,261.6K,Google,Array,430,671,39,1,
195,748,Shortest Completing Word,"Given a string `licensePlate` and an array of strings `words`, find the shortest completing word in `words`.

A completing word is a word that contains all the letters in `licensePlate`. Ignore numbers and spaces in `licensePlate`, and treat letters as case insensitive. If a letter appears more than once in `licensePlate`, then it must appear in the word the same number of times or more.

For example, if `licensePlate`` = ""aBc 12c""`, then it contains letters `'a'`, `'b'` (ignoring case), and `'c'` twice. Possible completing words are `""abccdef""`, `""caaacab""`, and `""cbca""`.

Return the shortest completing word in `words`. It is guaranteed an answer exists. If there are multiple shortest completing words, return the first one that occurs in `words`.


Example 1:
Input: licensePlate = ""1s3 PSt"", words = [""step"",""steps"",""stripe"",""stepple""]
Output: ""steps""
Explanation: licensePlate contains letters 's', 'p', 's' (ignoring case), and 't'.

""step"" contains 't' and 'p', but only contains 1 's'.

""steps"" contains 't', 'p', and both 's' characters.

""stripe"" is missing an 's'.

""stepple"" is missing an 's'.

Since ""steps"" is the only word containing all the letters, that is the answer.


Example 2:
Input: licensePlate = ""1s3 456"", words = [""looks"",""pest"",""stew"",""show""]
Output: ""pest""
Explanation: licensePlate only contains the letter 's'. All the words contain 's', but among these ""pest"", ""stew"", and ""show"" are shortest. The answer is ""pest"" because it is the word that appears earliest of the 3.


Example 3:
Input: licensePlate = ""Ah71752"", words = [""suggest"",""letter"",""of"",""husband"",""easy"",""education"",""drug"",""prevent"",""writer"",""old""]
Output: ""husband""

Example 4:
Input: licensePlate = ""OgEu755"", words = [""enough"",""these"",""play"",""wide"",""wonder"",""box"",""arrive"",""money"",""tax"",""thus""]
Output: ""enough""

Example 5:
Input: licensePlate = ""iMSlpe4"", words = [""claim"",""consumer"",""student"",""camera"",""public"",""never"",""wonder"",""simple"",""thought"",""use""]
Output: ""simple""

Constraints:
`1 <= licensePlate.length <= 7`
`licensePlate` contains digits, letters (uppercase or lowercase), or space `' '`.

`1 <= words.length <= 1000`
`1 <= words[i].length <= 15`
`words[i]` consists of lower case English letters.",0,/articles/shortest-completing-word,57.6,4.2,https://leetcode.com/problems/shortest-completing-word,362,39.4K,68.3K,Google,Hash Table,233,700,25,1,
196,758,Bold Words in String,"Given a set of keywords `words` and a string `S`, make all appearances of all keywords in `S` bold. Any letters between `<b>` and `</b>` tags become bold.

The returned string should use the least number of tags possible, and of course the tags should form a valid combination.

For example, given that `words = [""ab"", ""bc""]` and `S = ""aabcd""`, we should return `""a<b>abc</b>d""`. Note that returning `""a<b>a<b>b</b>c</b>d""` would use more tags, so it is incorrect.


Constraints:
`words` has length in range `[0, 50]`.

`words[i]` has length in range `[1, 10]`.

`S` has length in range `[0, 500]`.

All characters in `words[i]` and `S` are lowercase letters.

Note: This question is the same as 616: https://leetcode.com/problems/add-bold-tag-in-string/",1,/articles/bold-words-in-string,47.5,11.4,https://leetcode.com/problems/bold-words-in-string,103,12.8K,26.9K,Google,String,176,93,65,1,
197,760,Find Anagram Mappings,"Given two lists `A`and `B`, and `B` is an anagram of `A`. `B` is an anagram of `A` means `B` is made by randomizing the order of the elements in `A`.

We want to find an index mapping `P`, from `A` to `B`. A mapping `P[i] = j` means the `i`th element in `A` appears in `B` at index `j`.

These lists `A` and `B` may contain duplicates.  If there are multiple answers, output any of them.

For example, given
A = [12, 28, 46, 32, 50]
B = [50, 12, 32, 46, 28]
We should return
[1, 4, 3, 2, 0]
as `P[0] = 1` because the `0`th element of `A` appears at `B[1]`,
and `P[1] = 4` because the `1`st element of `A` appears at `B[4]`,
and so on.

Note:
`A, B` have equal lengths in range `[1, 100]`.

`A[i], B[i]` are integers in range `[0, 10^5]`.",1,/articles/find-anagram-mappings,81.9,0.0,https://leetcode.com/problems/find-anagram-mappings,424,68.6K,83.7K,Google,Hash Table,405,177,70,1,
198,762,Prime Number of Set Bits in Binary Representation,"Given two integers `L` and `R`, find the count of numbers in the range `[L, R]` (inclusive) having a prime number of set bits in their binary representation.

(Recall that the number of set bits an integer has is the number of `1`s present when written in binary.  For example, `21` written in binary is `10101` which has 3 set bits.  Also, 1 is not a prime.)

Example 1:Input: L = 6, R = 10
Output: 4
Explanation:
6 -> 110 (2 set bits, 2 is prime)
7 -> 111 (3 set bits, 3 is prime)
9 -> 1001 (2 set bits , 2 is prime)
10->1010 (2 set bits , 2 is prime)

Example 2:Input: L = 10, R = 15
Output: 5
Explanation:
10 -> 1010 (2 set bits, 2 is prime)
11 -> 1011 (3 set bits, 3 is prime)
12 -> 1100 (2 set bits, 2 is prime)
13 -> 1101 (3 set bits, 3 is prime)
14 -> 1110 (3 set bits, 3 is prime)
15 -> 1111 (4 set bits, 4 is not prime)
Note:
`L, R` will be integers `L <= R` in the range `[1, 10^6]`.

`R - L` will be at most 10000.",0,/articles/prime-number-of-set-bits-in-binary-representation,64.6,2.3,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation,336,54.1K,83.8K,Amazon,Bit Manipulation,314,398,44,1,"[Number of 1 Bits, /problems/number-of-1-bits/, Easy]"
199,766,Toeplitz Matrix,"Given an `m x n` `matrix`, return `true` if the matrix is Toeplitz. Otherwise, return `false`.

A matrix is Toeplitz if every diagonal from top-left to bottom-right has the same elements.


Example 1:
Input: matrix = [[1,2,3,4],[5,1,2,3],[9,5,1,2]]
Output: true
Explanation:
In the above grid, the diagonals are:
""[9]"", ""[5, 5]"", ""[1, 1, 1]"", ""[2, 2, 2]"", ""[3, 3]"", ""[4]"".

In each diagonal all elements are the same, so the answer is True.


Example 2:
Input: matrix = [[1,2],[2,2]]
Output: false
Explanation:
The diagonal ""[1, 2]"" has different elements.


Constraints:
`m == matrix.length`
`n == matrix[i].length`
`1 <= m, n <= 20`
`0 <= matrix[i][j] <= 99`
Follow up:
What if the `matrix` is stored on disk, and the memory is limited such that you can only load at most one row of the matrix into the memory at once?
What if the `matrix` is so large that you can only load up a partial row into the memory at once?",0,/articles/toeplitz-matrix,65.9,7.8,https://leetcode.com/problems/toeplitz-matrix,699,123.8K,187.8K,Facebook,Array,1347,89,94,1,"[Valid Word Square, /problems/valid-word-square/, Easy]"
200,771,Jewels and Stones,"You're given strings `jewels` representing the types of stones that are jewels, and `stones` representing the stones you have. Each character in `stones` is a type of stone you have. You want to know how many of the stones you have are also jewels.

Letters are case sensitive, so `""a""` is considered a different type of stone from `""A""`.


Example 1:
Input: jewels = ""aA"", stones = ""aAAbbbb""
Output: 3

Example 2:
Input: jewels = ""z"", stones = ""ZZ""
Output: 0

Constraints:
`1 <= jewels.length, stones.length <= 50`
`jewels` and `stones` consist of only English letters.

All the characters of `jewels` are unique.",0,/articles/jewels-and-stones,87.0,19.7,https://leetcode.com/problems/jewels-and-stones,999,612.3K,703.9K,Apple,Hash Table,2588,409,86,1,
201,783,Minimum Distance Between BST Nodes,"Given the `root` of a Binary Search Tree (BST), return the minimum difference between the values of any two different nodes in the tree.

Note: This question is the same as 530: https://leetcode.com/problems/minimum-absolute-difference-in-bst/

Example 1:
Input: root = [4,2,6,1,3]
Output: 1

Example 2:
Input: root = [1,0,48,null,null,12,49]
Output: 1

Constraints:
The number of nodes in the tree is in the range `[2, 100]`.

`0 <= Node.val <= 105`",0,/articles/minimum-distance-between-bst-nodes,54.2,10.6,https://leetcode.com/problems/minimum-distance-between-bst-nodes,596,86K,158.7K,Amazon,"Tree,Depth-first Search,Recursion",990,249,80,1,"[Binary Tree Inorder Traversal, /problems/binary-tree-inorder-traversal/, Medium]"
202,788,Rotated Digits,"X is a good number if after rotating each digit individually by 180 degrees, we get a valid number that is different from X.  Each digit must be rotated - we cannot choose to leave it alone.

A number is valid if each digit remains a digit after rotation. 0, 1, and 8 rotate to themselves; 2 and 5 rotate to each other (on this case they are rotated in a different direction, in other words 2 or 5 gets mirrored); 6 and 9 rotate to each other, and the rest of the numbers do not rotate to any other number and become invalid.

Now given a positive number `N`, how many numbers X from `1` to `N` are good?

Example:
Input: 10
Output: 4
Explanation: 
There are four good numbers in the range [1, 10] : 2, 5, 6, 9.

Note that 1 and 10 are not good numbers, since they remain unchanged after rotating.

Note:
N  will be in range `[1, 10000]`.",0,/articles/rotated-digits,57.5,7.3,https://leetcode.com/problems/rotated-digits,405,65K,112.9K,Google,String,418,1401,23,1,
203,796,Rotate String,"We are given two strings, `A` and `B`.

A shift on `A` consists of taking string `A` and moving the leftmost character to the rightmost position. For example, if `A = 'abcde'`, then it will be `'bcdea'` after one shift on `A`. Return `True` if and only if `A` can become `B` after some number of shifts on `A`.


Example 1:
Input: A = 'abcde', B = 'cdeab'
Output: true

Example 2:
Input: A = 'abcde', B = 'abced'
Output: false
Note:
`A` and `B` will have length at most `100`.",0,/articles/rotate-string,49.1,29.8,https://leetcode.com/problems/rotate-string,716,96.2K,196.1K,"Amazon,Microsoft,Oracle",,1059,61,95,1,
204,800,Similar RGB Color,"In the following, every capital letter represents some hexadecimal digit from `0` to `f`.

The red-green-blue color `""#AABBCC""` can be written as `""#ABC""` in shorthand.  For example, `""#15c""` is shorthand for the color `""#1155cc""`.

Now, say the similarity between two colors `""#ABCDEF""` and `""#UVWXYZ""` is `-(AB - UV)^2 - (CD - WX)^2 - (EF - YZ)^2`.

Given the color `""#ABCDEF""`, return a 7 character color that is most similar to `#ABCDEF`, and has a shorthand (that is, it can be represented as some `""#XYZ""`

Example 1:
Input: color = ""#09f166""
Output: ""#11ee66""
Explanation:  
The similarity is -(0x09 - 0x11)^2 -(0xf1 - 0xee)^2 - (0x66 - 0x66)^2 = -64 -9 -0 = -73.

This is the highest among any shorthand color.

Note:
`color` is a string of length `7`.

`color` is a valid RGB color: for `i > 0`, `color[i]` is a hexadecimal digit from `0` to `f`
Any answer which has the same (highest) similarity as the best answer will be accepted.

All inputs and outputs should use lowercase letters, and the output is 7 characters.",1,/articles/similar-rgb-color,62.5,0.0,https://leetcode.com/problems/similar-rgb-color,83,11.3K,18K,Google,"Math,String",66,426,13,1,
205,804,Unique Morse Code Words,"International Morse Code defines a standard encoding where each letter is mapped to a series of dots and dashes, as follows: `""a""` maps to `"".-""`, `""b""` maps to `""-...""`, `""c""` maps to `""-.-.""`, and so on.

For convenience, the full table for the 26 letters of the English alphabet is given below:
["".-"",""-..."",""-.-."",""-.."",""."",""..-."",""--."",""...."","".."","".---"",""-.-"","".-.."",""--"",""-."",""---"","".--."",""--.-"","".-."",""..."",""-"",""..-"",""...-"","".--"",""-..-"",""-.--"",""--..""]
Now, given a list of words, each word can be written as a concatenation of the Morse code of each letter. For example, ""cab"" can be written as ""-.-..--..."", (which is the concatenation ""-.-."" + "".-"" + ""`-...`""). We'll call such a concatenation, the transformation of a word.

Return the number of different transformations among all words we have.


Example:
Input: words = [""gin"", ""zen"", ""gig"", ""msg""]
Output: 2
Explanation: 
The transformation of each word is:
""gin"" -> ""--...-.""
""zen"" -> ""--...-.""
""gig"" -> ""--...--.""
""msg"" -> ""--...--.""
There are 2 different transformations, ""--...-."" and ""--...--."".

Note:
The length of `words` will be at most `100`.

Each `words[i]` will have length in range `[1, 12]`.

`words[i]` will only consist of lowercase letters.",0,/articles/unique-morse-code-words,79.0,9.2,https://leetcode.com/problems/unique-morse-code-words,999,182.1K,230.4K,,,905,830,52,0,
206,806,Number of Lines To Write String,"You are given a string `s` of lowercase English letters and an array `widths` denoting how many pixels wide each lowercase English letter is. Specifically, `widths[0]` is the width of `'a'`, `widths[1]` is the width of `'b'`, and so on.

You are trying to write `s` across several lines, where each line is no longer than `100` pixels. Starting at the beginning of `s`, write as many letters on the first line such that the total width does not exceed `100` pixels. Then, from where you stopped in `s`, continue writing as many letters as you can on the second line. Continue this process until you have written all of `s`.

Return an array `result` of length 2 where:
`result[0]` is the total number of lines.

`result[1]` is the width of the last line in pixels.


Example 1:
Input: widths = [10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""abcdefghijklmnopqrstuvwxyz""
Output: [3,60]
Explanation: You can write s as follows:
abcdefghij  // 100 pixels wide
klmnopqrst  // 100 pixels wide
uvwxyz      // 60 pixels wide
There are a total of 3 lines, and the last line is 60 pixels wide.


Example 2:
Input: widths = [4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""bbbcccdddaaa""
Output: [2,4]
Explanation: You can write s as follows:
bbbcccdddaa  // 98 pixels wide
a            // 4 pixels wide
There are a total of 2 lines, and the last line is 4 pixels wide.


Constraints:
`widths.length == 26`
`2 <= widths[i] <= 10`
`1 <= s.length <= 1000`
`s` contains only lowercase English letters.",0,/articles/number-of-lines-to-write-string,65.5,0.0,https://leetcode.com/problems/number-of-lines-to-write-string,393,42.9K,65.5K,Google,,285,982,22,1,
207,811,Subdomain Visit Count,"A website domain like ""discuss.leetcode.com"" consists of various subdomains. At the top level, we have ""com"", at the next level, we have ""leetcode.com"", and at the lowest level, ""discuss.leetcode.com"". When we visit a domain like ""discuss.leetcode.com"", we will also visit the parent domains ""leetcode.com"" and ""com"" implicitly.

Now, call a ""count-paired domain"" to be a count (representing the number of visits this domain received), followed by a space, followed by the address. An example of a count-paired domain might be ""9001 discuss.leetcode.com"".

We are given a list `cpdomains` of count-paired domains. We would like a list of count-paired domains, (in the same format as the input, and in any order), that explicitly counts the number of visits to each subdomain.


Example 1:
Input: 
[""9001 discuss.leetcode.com""]
Output: 
[""9001 discuss.leetcode.com"", ""9001 leetcode.com"", ""9001 com""]
Explanation: 
We only have one website domain: ""discuss.leetcode.com"". As discussed above, the subdomain ""leetcode.com"" and ""com"" will also be visited. So they will all be visited 9001 times.


Example 2:
Input: 
[""900 google.mail.com"", ""50 yahoo.com"", ""1 intel.mail.com"", ""5 wiki.org""]
Output: 
[""901 mail.com"",""50 yahoo.com"",""900 google.mail.com"",""5 wiki.org"",""5 org"",""1 intel.mail.com"",""951 com""]
Explanation: 
We will visit ""google.mail.com"" 900 times, ""yahoo.com"" 50 times, ""intel.mail.com"" once and ""wiki.org"" 5 times. For the subdomains, we will visit ""mail.com"" 900 + 1 = 901 times, ""com"" 900 + 50 + 1 = 951 times, and ""org"" 5 times.

Notes: 
The length of `cpdomains` will not exceed `100`. 
The length of each domain name will not exceed `100`.

Each address will have either 1 or 2 ""."" characters.

The input count in any count-paired domain will not exceed `10000`.

The answer output can be returned in any order.",0,/articles/subdomain-visit-count,71.7,73.2,https://leetcode.com/problems/subdomain-visit-count,747,118.5K,165.3K,"Karat,Wayfair,Indeed,Intuit,Pinterest,Roblox",Hash Table,680,840,45,0,
208,812,Largest Triangle Area,"You have a list of points in the plane. Return the area of the largest triangle that can be formed by any 3 of the points.


Example:
Input: points = [[0,0],[0,1],[1,0],[0,2],[2,0]]
Output: 2
Explanation: 
The five points are show in the figure below. The red triangle is the largest.

Notes: 
`3 <= points.length <= 50`.

No points will be duplicated.

 `-50 <= points[i][j] <= 50`.

Answers within `10^-6` of the true value will be accepted as correct.",0,/articles/largest-triangle-area,59.1,8.4,https://leetcode.com/problems/largest-triangle-area,145,25.8K,43.6K,Google,Math,238,1112,18,1,"[Largest Perimeter Triangle, /problems/largest-perimeter-triangle/, Easy]"
209,819,Most Common Word,"Given a string `paragraph` and a string array of the banned words `banned`, return the most frequent word that is not banned. It is guaranteed there is at least one word that is not banned, and that the answer is unique.

The words in `paragraph` are case-insensitive and the answer should be returned in lowercase.


Example 1:
Input: paragraph = ""Bob hit a ball, the hit BALL flew far after it was hit."", banned = [""hit""]
Output: ""ball""
Explanation: 
""hit"" occurs 3 times, but it is a banned word.

""ball"" occurs twice (and no other word does), so it is the most frequent non-banned word in the paragraph. 
Note that words in the paragraph are not case sensitive,
that punctuation is ignored (even if adjacent to words, such as ""ball,""), 
and that ""hit"" isn't the answer even though it occurs more because it is banned.


Example 2:
Input: paragraph = ""a."", banned = []
Output: ""a""

Constraints:
`1 <= paragraph.length <= 1000`
paragraph consists of English letters, space `' '`, or one of the symbols: `""!?',;.""`.

`0 <= banned.length <= 100`
`1 <= banned[i].length <= 10`
`banned[i]` consists of only lowercase English letters.",0,/articles/most-common-word,45.5,20.9,https://leetcode.com/problems/most-common-word,999,225.7K,496.2K,Amazon,String,948,2069,31,1,
210,821,Shortest Distance to a Character,"Given a string `s` and a character `c` that occurs in `s`, return an array of integers `answer` where `answer.length == s.length` and `answer[i]` is the distance from index `i` to the closest occurrence of character `c` in `s`.

The distance between two indices `i` and `j` is `abs(i - j)`, where `abs` is the absolute value function.


Example 1:
Input: s = ""loveleetcode"", c = ""e""
Output: [3,2,1,0,1,0,0,1,2,2,1,0]
Explanation: The character 'e' appears at indices 3, 5, 6, and 11 (0-indexed).

The closest occurrence of 'e' for index 0 is at index 3, so the distance is abs(0 - 3) = 3.

The closest occurrence of 'e' for index 1 is at index 3, so the distance is abs(1 - 3) = 3.

For index 4, there is a tie between the 'e' at index 3 and the 'e' at index 5, but the distance is still the same: abs(4 - 3) == abs(4 - 5) = 1.

The closest occurrence of 'e' for index 8 is at index 6, so the distance is abs(8 - 6) = 2.


Example 2:
Input: s = ""aaab"", c = ""b""
Output: [3,2,1,0]

Constraints:
`1 <= s.length <= 104`
`s[i]` and `c` are lowercase English letters.

It is guaranteed that `c` occurs at least once in `s`.",0,/articles/shortest-distance-to-a-character,70.1,28.1,https://leetcode.com/problems/shortest-distance-to-a-character,999,105.2K,150.2K,Apple,,1586,98,94,1,
211,824,Goat Latin,"A sentence `S` is given, composed of words separated by spaces. Each word consists of lowercase and uppercase letters only.

We would like to convert the sentence to ""Goat Latin"" (a made-up language similar to Pig Latin.)
The rules of Goat Latin are as follows:
If a word begins with a vowel (a, e, i, o, or u), append `""ma""` to the end of the word.

	For example, the word 'apple' becomes 'applema'.

	 
If a word begins with a consonant (i.e. not a vowel), remove the first letter and append it to the end, then add `""ma""`.

	For example, the word `""goat""` becomes `""oatgma""`.

	 
Add one letter `'a'` to the end of each word per its word index in the sentence, starting with 1.

	For example, the first word gets `""a""` added to the end, the second word gets `""aa""` added to the end and so on.

Return the final sentence representing the conversion from `S` to Goat Latin. 

Example 1:
Input: ""I speak Goat Latin""
Output: ""Imaa peaksmaaa oatGmaaaa atinLmaaaaa""

Example 2:
Input: ""The quick brown fox jumped over the lazy dog""
Output: ""heTmaa uickqmaaa rownbmaaaa oxfmaaaaa umpedjmaaaaaa overmaaaaaaa hetmaaaaaaaa azylmaaaaaaaaa ogdmaaaaaaaaaa""
Notes:
`S` contains only uppercase, lowercase and spaces. Exactly one space between each word.

`1 <= S.length <= 150`.",0,/articles/goat-latin,66.9,8.7,https://leetcode.com/problems/goat-latin,973,116.2K,173.7K,Facebook,String,503,934,35,1,
212,830,Positions of Large Groups,"In a string `s` of lowercase letters, these letters form consecutive groups of the same character.

For example, a string like `s = ""abbxxxxzyy""` has the groups `""a""`, `""bb""`, `""xxxx""`, `""z""`, and `""yy""`.

A group is identified by an interval `[start, end]`, where `start` and `end` denote the start and end indices (inclusive) of the group. In the above example, `""xxxx""` has the interval `[3,6]`.

A group is considered large if it has 3 or more characters.

Return the intervals of every large group sorted in increasing order by start index.


Example 1:
Input: s = ""abbxxxxzzy""
Output: [[3,6]]
Explanation: `""xxxx"" is the only `large group with start index 3 and end index 6.


Example 2:
Input: s = ""abc""
Output: []
Explanation: We have groups ""a"", ""b"", and ""c"", none of which are large groups.


Example 3:
Input: s = ""abcdddeeeeaabbbcd""
Output: [[3,5],[6,9],[12,14]]
Explanation: The large groups are ""ddd"", ""eeee"", and ""bbb"".


Example 4:
Input: s = ""aba""
Output: []

Constraints:
`1 <= s.length <= 1000`
`s` contains lower-case English letters only.",0,/articles/positions-of-large-groups,50.5,0.0,https://leetcode.com/problems/positions-of-large-groups,519,55.9K,110.8K,Google,Array,468,100,82,1,
213,832,Flipping an Image,"Given an `n x n` binary matrix `image`, flip the image horizontally, then invert it, and return the resulting image.

To flip an image horizontally means that each row of the image is reversed.

For example, flipping `[1,1,0]` horizontally results in `[0,1,1]`.

To invert an image means that each `0` is replaced by `1`, and each `1` is replaced by `0`.

For example, inverting `[0,1,1]` results in `[1,0,0]`.


Example 1:
Input: image = [[1,1,0],[1,0,1],[0,0,0]]
Output: [[1,0,0],[0,1,0],[1,1,1]]
Explanation: First reverse each row: [[0,1,1],[1,0,1],[0,0,0]].

Then, invert the image: [[1,0,0],[0,1,0],[1,1,1]]

Example 2:
Input: image = [[1,1,0,0],[1,0,0,1],[0,1,1,1],[1,0,1,0]]
Output: [[1,1,0,0],[0,1,1,0],[0,0,0,1],[1,0,1,0]]
Explanation: First reverse each row: [[0,0,1,1],[1,0,0,1],[1,1,1,0],[0,1,0,1]].

Then invert the image: [[1,1,0,0],[0,1,1,0],[0,0,0,1],[1,0,1,0]]

Constraints:
`n == image.length`
`n == image[i].length`
`1 <= n <= 20`
`images[i][j]` is either `0` or `1`.",0,/articles/flipping-an-image,78.3,17.7,https://leetcode.com/problems/flipping-an-image,999,233.4K,298.2K,"Facebook,Microsoft",Array,1310,179,88,1,
214,836,Rectangle Overlap,"An axis-aligned rectangle is represented as a list `[x1, y1, x2, y2]`, where `(x1, y1)` is the coordinate of its bottom-left corner, and `(x2, y2)` is the coordinate of its top-right corner. Its top and bottom edges are parallel to the X-axis, and its left and right edges are parallel to the Y-axis.

Two rectangles overlap if the area of their intersection is positive. To be clear, two rectangles that only touch at the corner or edges do not overlap.

Given two axis-aligned rectangles `rec1` and `rec2`, return `true` if they overlap, otherwise return `false`.


Example 1:
Input: rec1 = [0,0,2,2], rec2 = [1,1,3,3]
Output: true

Example 2:
Input: rec1 = [0,0,1,1], rec2 = [1,0,2,1]
Output: false

Example 3:
Input: rec1 = [0,0,1,1], rec2 = [2,2,3,3]
Output: false

Constraints:
`rect1.length == 4`
`rect2.length == 4`
`-109 <= rec1[i], rec2[i] <= 109`
`rec1[0] <= rec1[2]` and `rec1[1] <= rec1[3]`
`rec2[0] <= rec2[2]` and `rec2[1] <= rec2[3]`",0,/articles/rectangle-overlap,43.7,39.5,https://leetcode.com/problems/rectangle-overlap,330,73.1K,167.2K,"Microsoft,Amazon,Google",Math,988,286,78,1,"[Rectangle Area, /problems/rectangle-area/, Medium]"
215,844,Backspace String Compare,"Given two strings `s` and `t`, return `true` if they are equal when both are typed into empty text editors. `'#'` means a backspace character.

Note that after backspacing an empty text, the text will continue empty.


Example 1:
Input: s = ""ab#c"", t = ""ad#c""
Output: true
Explanation: Both s and t become ""ac"".


Example 2:
Input: s = ""ab##"", t = ""c#d#""
Output: true
Explanation: Both s and t become """".


Example 3:
Input: s = ""a##c"", t = ""#a#c""
Output: true
Explanation: Both s and t become ""c"".


Example 4:
Input: s = ""a#c"", t = ""b""
Output: false
Explanation: s becomes ""c"" while t becomes ""b"".


Constraints:
`1 <= s.length, t.length <= 200`
`s` and `t` only contain lowercase letters and `'#'` characters.

Follow up: Can you solve it in `O(n)` time and `O(1)` space?",0,/articles/backspace-string-compare,47.2,36.4,https://leetcode.com/problems/backspace-string-compare,999,285K,604.4K,"Facebook,Google,Amazon,Oracle","Two Pointers,Stack",2383,113,95,1,"[Crawler Log Folder, /problems/crawler-log-folder/, Easy]"
